,iati id,project,description_narrative,sector code,sector name,publisher,provider/buyer,year,default_currency,disbursment
184,44000-P117365,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,14010,Water sector policy and administrative management,World Bank,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",2021,USD,3001641
185,44000-P117365,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,14021,Water supply - large systems,World Bank,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",2021,USD,3001641
186,44000-P117365,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,14022,Sanitation - large systems,World Bank,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",2021,USD,3001641
187,GB-CHC-1171353-GB-CHC-1171353-T-4001457140,CityTaps SAS,"CityTaps has developed a solution that bridges the gap between water utilities and the urban poor: a prepayment service that comprises a smart and prepaid water meter\, and billing software.",14020,Water supply and sanitation - large systems,Global Innovation Fund,CityTaps,2021,USD,84000
188,SE-0-SE-6-5403060401-NER-14030,"COVID-19 Swedish Mission Council frame 2017-2021,COVID-19 SMR Svenska missionsrådet\, insatsavtal 2017-2021","Omprogrammerade medel för att bekämpa covid-19\rOmprogrammerade medel för att lindra konsekvenserna av covid-19\rSMR har inkommit med en tilläggsansökan om Sida-bidrag för 2018-2019 om totalt \r\n122 000 000 SEK.\r\n\r\nTILLÄGGSANSÖKAN\r\nInför denna avtalsperiod har Pingstmissionens utvecklingssamarbete (PMU) inte fått förnyad status som ramorganisation hos Sida och får därmed inte längre direkt stöd från CSO-anslaget. Istället har PMU\, som är en medlemsorganisation till SMR\, valt att söka bidrag för projekt till stöd för civila samhället i utvecklingsländer från SMR\, som vidareförmedlar bidrag från CSO-anslaget. SMR har redan inför det nuvarande underavtalet för perioden 2017-2021 fått erbjudandet av Sida att komplettera med en tilläggsansökan för perioden 2018-2019 som motsvarar SMR:s bedömning och rekommendationer om stöd till PMU. Därefter har PMU inkommit till SMR med en ansökan om bidrag från SMR för perioden 2018-2019. \r\n\r\nBUDGET\r\nSMR ansöker totalt om 122 000 000 SEK för tvåårsperioden 2018-2019\, utöver det redan avtalade beloppet om 790 000 000 SEK. Detta är samma belopp som PMU ansökt om till SMR. SMR:s totala budget för tilläggsansökan 2018-2019 är på 134 551 400 SEK (inklusive 12 551 400 SEK i egeninsats). Fördelningen mellan SMR\, deras svenska medlemsorganisationer och de lokala samarbetspartnerna förändras något för den perioden som tilläggsansökan avser. Med utgångspunkt i den totala budgeten för tilläggsansökan 2018-2019 ökar andelen som stannar hos de svenska medlemsorganisationerna från 13 % till 19 % och andelen som stannar hos de lokala samarbetspartnerna minskar motsvarande från 81 % till 75 %. Fortsatt stannar omkring 6 % hos SMR.  \r\n\r\nGRUND FÖR SIDAS BEDÖMNING\r\nBeredningen har till störst del grundat sig på SMR:s insatsbedömning av PMU:s programansökan\, men även SMR:s organisationsbedömning av PMU och Sidas uppföljning av SMR och PMU i Kenya\, maj 2017. Sida har även haft tillgång till PMU:s programansökan till SMR\, samt PMU:s respons på SMR:s kompletterande frågor gällande ansökan. \r\n\r\nBEREDNINGEN\r\nEftersom insatsen bereds som ett kompletterande insatsbeslut har beredningen i så stor utsträckning som möjligt utgått från den omfattande beredning som gjordes av ansökan för den pågående avtalsperioden 2017-2021. Då bedömningen som gjordes av ansökan 2017-2021 fortsatt är relevant har denna behållits och kompletterande kommentarer gällande 2018-2019 har lagts till där tilläggsansökan föranleder en uppdaterad kompletterande bedömning. De revideringar som gjorts av beredningen berör därför endast perioden 2018-2019.,Reprogrammed funds to address COVID-19\rReprogrammed funds to mitigate the impact of COVID-19\rSMR has submitted an additional application for Sida grants for 2018-2019 in total\n122\,000\,000 SEK.\n\nADDITIONAL APPLICATION\nPrior to this agreement period\, the Pentecostal Mission's development cooperation (PMU) has not been given renewed status as a framework organization at Sida and thus no longer receives direct support from the CSO grant. Instead\, PMU\, which is a member organization of SMR\, has chosen to apply for grants for projects in support of civil society in developing countries from SMR\, which pass on grants from the CSO grant. Prior to the current sub-agreement for the period 2017-2021\, SMR has already received an offer from Sida to supplement it with an additional application for the period 2018-2019\, which corresponds to SMR's assessment and recommendations for support to PMU. Subsequently\, PMU has submitted to SMR with an application for a grant from SMR for the period 2018-2019.\n\nBUDGET\nSMR is applying for a total of SEK 122\,000\,000 for the two-year period 2018-2019\, in addition to the already agreed amount of SEK 790\,000\,000. This is the same amount that the PMU applied for to SMR. SMR's total budget for the supplementary application 2018-2019 is SEK 134\,551\,400 (including SEK 12\,551\,400 in own contribution). The distribution between SMR\, their Swedish member organizations and the local partners changes somewhat for the period to which the supplementary application relates. Based on the total budget for the supplementary application 2018-2019\, the proportion staying with the Swedish member organizations increases from 13% to 19% and the proportion staying with the local partners decreases correspondingly from 81% to 75%. About 6% still stay with SMR.\n\nBASIS FOR PAGE ASSESSMENT\nThe preparation has largely been based on SMR's input assessment of PMU's program application\, but also SMR's organizational assessment of PMU and Sida's follow-up of SMR and PMU in Kenya\, May 2017. Sida has also had access to PMU's program application to SMR\, and the PMU's response to SMR's supplementary questions regarding the application.\n\nTHE PREPARATION\nSince the intervention is prepared as a supplementary intervention decision\, the preparation has\, as far as possible\, been based on the extensive preparation made of the application for the ongoing agreement period 2017-2021. As the assessment made of the application 2017-2021 is still relevant\, this has been retained and supplementary comments regarding 2018-2019 have been added where the additional application causes an updated supplementary assessment. The revisions made by the committee therefore only affect the period 2018-2019.,Övergripande mål för SMR:s verksamhetsområde 'Långsiktigt utvecklingssamarbete' (som styr merparten av Sida-finansierade verksamheten):\n\n""Att bidra till utvecklingen av ett hållbart\, rättvist\, fredligt\, jämställt och demokratiskt samhälle i samarbetsländerna\, där de mänskliga rättigheterna respekteras\, skyddas och uppfylls\, genom stöd och kapacitetsutveckling till förändringsaktörer med legitimitet och förmåga att arbeta rättighetsbaserat för att utkräva ansvar av skyldighetsbärare och att stärka rättighetsinnehavares organisering\, egenmakt och förutsättningar att själva förändra sina livsvillkor.""",14030,Basic drinking water supply and basic sanitation,Sweden,"Sweden,SMR/Svenska Missionsrådet,Swedish International Development Cooperation Agency,SMR/Svenska Missionsrådet",2021,USD,204017
189,SE-0-SE-6-5403060403-NER-14030,"COVID-19 Swedish Mission Council frame 2017-2021,COVID-19 SMR Svenska missionsrådet\, insatsavtal 2017-2021","Reprogrammed funds to address COVID-19\rReprogrammed funds to mitigate the impact of COVID-19\rSMR has submitted an additional application for Sida grants for 2018-2019 in total\n122\,000\,000 SEK.\n\nADDITIONAL APPLICATION\nPrior to this agreement period\, the Pentecostal Mission's development cooperation (PMU) has not been given renewed status as a framework organization at Sida and thus no longer receives direct support from the CSO grant. Instead\, PMU\, which is a member organization of SMR\, has chosen to apply for grants for projects in support of civil society in developing countries from SMR\, which pass on grants from the CSO grant. Prior to the current sub-agreement for the period 2017-2021\, SMR has already received an offer from Sida to supplement it with an additional application for the period 2018-2019\, which corresponds to SMR's assessment and recommendations for support to PMU. Subsequently\, PMU has submitted to SMR with an application for a grant from SMR for the period 2018-2019.\n\nBUDGET\nSMR is applying for a total of SEK 122\,000\,000 for the two-year period 2018-2019\, in addition to the already agreed amount of SEK 790\,000\,000. This is the same amount that the PMU applied for to SMR. SMR's total budget for the supplementary application 2018-2019 is SEK 134\,551\,400 (including SEK 12\,551\,400 in own contribution). The distribution between SMR\, their Swedish member organizations and the local partners changes somewhat for the period to which the supplementary application relates. Based on the total budget for the supplementary application 2018-2019\, the proportion staying with the Swedish member organizations increases from 13% to 19% and the proportion staying with the local partners decreases correspondingly from 81% to 75%. About 6% still stay with SMR.\n\nBASIS FOR PAGE ASSESSMENT\nThe preparation has largely been based on SMR's input assessment of PMU's program application\, but also SMR's organizational assessment of PMU and Sida's follow-up of SMR and PMU in Kenya\, May 2017. Sida has also had access to PMU's program application to SMR\, and the PMU's response to SMR's supplementary questions regarding the application.\n\nTHE PREPARATION\nSince the intervention is prepared as a supplementary intervention decision\, the preparation has\, as far as possible\, been based on the extensive preparation made of the application for the ongoing agreement period 2017-2021. As the assessment made of the application 2017-2021 is still relevant\, this has been retained and supplementary comments regarding 2018-2019 have been added where the additional application causes an updated supplementary assessment. The revisions made by the committee therefore only affect the period 2018-2019.,Omprogrammerade medel för att bekämpa covid-19\rOmprogrammerade medel för att lindra konsekvenserna av covid-19\rSMR har inkommit med en tilläggsansökan om Sida-bidrag för 2018-2019 om totalt \r\n122 000 000 SEK.\r\n\r\nTILLÄGGSANSÖKAN\r\nInför denna avtalsperiod har Pingstmissionens utvecklingssamarbete (PMU) inte fått förnyad status som ramorganisation hos Sida och får därmed inte längre direkt stöd från CSO-anslaget. Istället har PMU\, som är en medlemsorganisation till SMR\, valt att söka bidrag för projekt till stöd för civila samhället i utvecklingsländer från SMR\, som vidareförmedlar bidrag från CSO-anslaget. SMR har redan inför det nuvarande underavtalet för perioden 2017-2021 fått erbjudandet av Sida att komplettera med en tilläggsansökan för perioden 2018-2019 som motsvarar SMR:s bedömning och rekommendationer om stöd till PMU. Därefter har PMU inkommit till SMR med en ansökan om bidrag från SMR för perioden 2018-2019. \r\n\r\nBUDGET\r\nSMR ansöker totalt om 122 000 000 SEK för tvåårsperioden 2018-2019\, utöver det redan avtalade beloppet om 790 000 000 SEK. Detta är samma belopp som PMU ansökt om till SMR. SMR:s totala budget för tilläggsansökan 2018-2019 är på 134 551 400 SEK (inklusive 12 551 400 SEK i egeninsats). Fördelningen mellan SMR\, deras svenska medlemsorganisationer och de lokala samarbetspartnerna förändras något för den perioden som tilläggsansökan avser. Med utgångspunkt i den totala budgeten för tilläggsansökan 2018-2019 ökar andelen som stannar hos de svenska medlemsorganisationerna från 13 % till 19 % och andelen som stannar hos de lokala samarbetspartnerna minskar motsvarande från 81 % till 75 %. Fortsatt stannar omkring 6 % hos SMR.  \r\n\r\nGRUND FÖR SIDAS BEDÖMNING\r\nBeredningen har till störst del grundat sig på SMR:s insatsbedömning av PMU:s programansökan\, men även SMR:s organisationsbedömning av PMU och Sidas uppföljning av SMR och PMU i Kenya\, maj 2017. Sida har även haft tillgång till PMU:s programansökan till SMR\, samt PMU:s respons på SMR:s kompletterande frågor gällande ansökan. \r\n\r\nBEREDNINGEN\r\nEftersom insatsen bereds som ett kompletterande insatsbeslut har beredningen i så stor utsträckning som möjligt utgått från den omfattande beredning som gjordes av ansökan för den pågående avtalsperioden 2017-2021. Då bedömningen som gjordes av ansökan 2017-2021 fortsatt är relevant har denna behållits och kompletterande kommentarer gällande 2018-2019 har lagts till där tilläggsansökan föranleder en uppdaterad kompletterande bedömning. De revideringar som gjorts av beredningen berör därför endast perioden 2018-2019.,Övergripande mål för SMR:s verksamhetsområde 'Långsiktigt utvecklingssamarbete' (som styr merparten av Sida-finansierade verksamheten):\n\n""Att bidra till utvecklingen av ett hållbart\, rättvist\, fredligt\, jämställt och demokratiskt samhälle i samarbetsländerna\, där de mänskliga rättigheterna respekteras\, skyddas och uppfylls\, genom stöd och kapacitetsutveckling till förändringsaktörer med legitimitet och förmåga att arbeta rättighetsbaserat för att utkräva ansvar av skyldighetsbärare och att stärka rättighetsinnehavares organisering\, egenmakt och förutsättningar att själva förändra sina livsvillkor.""",14030,Basic drinking water supply and basic sanitation,Sweden,"Sweden,SMR/Svenska Missionsrådet,Swedish International Development Cooperation Agency,SMR/Svenska Missionsrådet",2021,USD,71820
190,SE-0-SE-6-6105030102-NER-14030,"COVID-19 Unicef WASH 2018-2021-2022,COVID-19 Unicef WASH 2018-2021-2022","Reprogrammed funds to address COVID-19\rUNICEF WASH 2018-2021. A global thematic non-earmarked support for UNICEF work on water\, sanitation and hygiene (WASH) in line with their strategic plan 2018-2021. The programme has a strong focus on gender equality. The intervention is a thematic support; a financing modality promoted by the Swedish strategy ""Strategi för multilateral utvecklingspolitik"" that gives larger room for efficiency and flexibility for the recipient organisation through internal budget allocations\, and thereby providing improved conditions for risk management and results based management during implementation. The modality requires Sida to base the assessment mainly on the organisation's internal systems instead of predetermined details on execution.,Omprogrammerade medel för att bekämpa covid-19\rUNICEF WASH 2018-2021. Insatsen avser ett globalt flexibelt icke-öronmärkt tematiskt stöd till UNICEF´s arbete inom vatten\, sanitet och hygien (WASH) i enlighet med den strategiska planen 2018-2021. Insatsen har ett starkt jämställdhetsfokus.,The objective of the contribution is to support UNICEF to implement activities with the aim to contribute to ""sustained use of safe water and sanitation services and adoption of hygiene practices and strengthened systems for a clean and safe environment for all children\, women\, girls and boys\, particularly the most disadvantaged and those affected by humanitarian situations"" which is the outcome statement of UNICEF's goal area 4 ""Every child lives in a safe and clean environment"" as per UNICEF's Strategic Plan 2018-2021.\n\nFor the year 2022 the objectives are encompassed in the following two result areas of the new Strategic Plan (2022-2025)  under Goal Area 4: Every child\, including adolescents\, use safe\, equitable water\, sanitation and hygiene services and lives in a safe and sustainable climate and environment.\n\n• Result Area 1: Sustained access to and use of safe water\, sanitation and hygiene practices\nfor all children and adolescents\, particularly the most disadvantaged and those living in\nhumanitarian and fragile contexts\n• Result Area 2: Strengthened and resourced WASH systems for gender equal\, inclusive\,\naffordable\, and sustainable services to meet the rights of all children and adolescents\,\nparticularly the most disadvantaged and those living in humanitarian and fragile contexts.",14030,Basic drinking water supply and basic sanitation,Sweden,"Sweden,UNICEF/United Nations Children's Fund,Swedish International Development Cooperation Agency,UNICEF/United Nations Children's Fund",2021,USD,131166
191,XM-DAC-41122-Niger-3180/A0/06/883/002,3.2 GOOD HYGIENE & SANITATION PRACTICES,"Output 3.2: By 2018\, households\, including children and adolescents\, adopt favourable behaviours for improving hygiene and\rsanitation conditions at community level\, in schools and health facilities\, which contributes to Hygiene\, Sanitation\, Wash In Schools And Ecd Centres\, Water\, Water Supply. UNICEF aims to achieve this through Evaluations\, Research And Data\, Systems Strengthening And Institution Building. This contributes to the following Country Programme result: Outcome 3: By 2018\, children\, in particular the most vulnerable\, have access to improved water sources and adequate sanitation\rfacilities in schools\, health centers and communities to prevent diseases\, including in emergency situations.",14020,Water supply and sanitation - large systems,UNICEF,"UNICEF,Global - Water Sanitation & Hygiene,CABINET DU PREMIER,ONG CISP COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI,French Committee for UNICEF,Swedish Committee for UNICEF,UNICEF Regular Resources,Spain,The United Kingdom,DR P PF PE AGADEZ,Japan,UNICEF",2021,USD,4916
192,XM-DAC-41122-Niger-3180/A0/07/883/001,"EQUITABLE Water\, Sanitation\, and Hygiene (WASH) SERVICES","Municipalities\, private operators\, NGOs and community-based management structures have improved capacity to equitably provide WASH\rservices at the community level\, in schools and in health facilities\, including in humanitarian situations.\, which contributes to Climate Change\, Disaster Risks And Envionmental Degradation\, Evaluation\, Research\, Safe And Equitable Water\, Sanitation And Hygiene Services And Practices\, Water\, Sanitation And Hygiene Systems And Empowerment Of Communities. UNICEF aims to achieve this through Advocacy And Public Engagement\, Evaluations\, Research And Data\, Systems Strengthening And Institution Building\, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result: Girls and boys\, especially the most vulnerable\, and those in humanitarian situations\, use safe and clean drinking water and\rsanitation services in a clean and safe environment and adopt appropriate hygiene practices.",14020,Water supply and sanitation - large systems,UNICEF,"UNICEF,UNICEF Regular Resources,DIRECTION REGIONALE HYDRAULIQUE ZDR ZINDER,WFP  - Italy,Germany,Netherlands,United Nations Multi Partner Trust,DIRECTION REGIONALE HYDRAULIQUE MI MARADI,German Committee for UNICEF,MINISTERE DE L HYDRAULIQUE ET DE L ENVIRONNEMENT,The United Kingdom,DIRECTION GENERALE L HYDRAULIQUE AG ADM PROGRAMME EHA UNICEF,Norway,Global - Water Sanitation & Hygiene,APPUI AUX ACTIVITES WASH UNICEF DRH TAHOUA,PROGRAMME EHA UNICEF DRHA DIFFA,SECRETARIAT GENERAL MEP,DIRECTION REGIONALE HYDRAULIQUE DRH TILLABERY,MECANISME COMMUN DE FINANCEMENT,PROGRAMME EHA UNICEF DRHA DOSSO,UNICEF",2021,USD,6811832
193,XM-DAC-41122-Niger-3180/A0/07/883/002,"SOCIAL & BEHAVIOUR CHANGE FOR Water\, Sanitation\, and Hygiene (WASH)","Households and communities\, including those in humanitarian situations\, have increased capacity to adopt behaviours conducive to\rimproving Water\, Sanitation\, and Hygiene (WASH) practices.\, which contributes to Climate Change\, Disaster Risks And Envionmental Degradation\, Evaluation\, Research\, Safe And Equitable Water\, Sanitation And Hygiene Services And Practices\, Water\, Sanitation And Hygiene Systems And Empowerment Of Communities. UNICEF aims to achieve this through Advocacy And Public Engagement\, Community Engagement\, Social And Behaviour Change\, Evaluations\, Research And Data\, Systems Strengthening And Institution Building\, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result: Girls and boys\, especially the most vulnerable\, and those in humanitarian situations\, use safe and clean drinking water and\rsanitation services in a clean and safe environment and adopt appropriate hygiene practices.",14020,Water supply and sanitation - large systems,UNICEF,"DIRECTION REGIONALE HYDRAULIQUE MI MARADI,WATERAID,MOUVEMENT POUR LA PAIX MPDL,ONG CISP COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI,UNICEF,DIRECTION GENERALE L HYDRAULIQUE AG ADM PROGRAMME EHA UNICEF,Global Partnership for Education,UNICEF,United Nations Multi Partner Trust,The United Kingdom,DIRECTION REGIONALE HYDRAULIQUE ZDR ZINDER,SECRETARIAT GENERAL MEP,ACCION CONTRA EL HAMBRE,Germany,UNICEF Regular Resources,PROGRAMME EHA UNICEF DRHA DIFFA,European Commission / ECHO,APPUI AUX ACTIVITES WASH UNICEF DRH TAHOUA,Global - Water Sanitation & Hygiene,Netherlands,MINISTERE DE L HYDRAULIQUE ET DE L ENVIRONNEMENT",2021,USD,1633559
194,XM-DAC-41122-Niger-3180/A0/07/883/003,WASH ENABLING ENVIRONMENT,"New Element\, which contributes to Reducing Child Poverty\, Safe And Equitable Water\, Sanitation And Hygiene Services And Practices\, Safe And Equitable Water\, Sanitation And Hygiene Services And Practices  (Covid)\, Water\, Sanitation And Hygiene Systems And Empowerment Of Communities. UNICEF aims to achieve this through Advocacy And Public Engagement\, Developing And Leveraging Resources And Partnerships\, Risk-Informed Humanitarian And Development Nexus Programming\, Systems Strengthening And Institution Building\, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result: Girls and boys\, especially the most vulnerable\, and those in humanitarian situations\, use safe and clean drinking water and\rsanitation services in a clean and safe environment and adopt appropriate hygiene practices.",14010,Water sector policy and administrative management,UNICEF,"DIRECTION REGIONALE HYDRAULIQUE ZDR ZINDER,Global - Water Sanitation & Hygiene,USA USAID,United States Fund for UNICEF,DIRECTION GENERALE L HYDRAULIQUE AG ADM PROGRAMME EHA UNICEF,Germany,DISTRICT SANITAIRE DE DIOUNDOU,Italy,SOLIDARITES INTERNATIONAL,DIRECTION REGIONALE SANTE PUBLIQUE AGADEZ,UNICEF,European Commission / ECHO,DIRECTION REGIONALE SANTE PUBLIQUE ZINDER,United Kingdom Committee for UNICEF,Global - Thematic Humanitarian Resp,DEVELOPPEMENT EQUITE DURABILITE ET INNOVATION,INTERNATIONAL AID SERVICES IAS NIGER,DISTRICT SANITAIRE TAHOUA COMMUNE,Japan,UNOCHA,ONG ACTED,ONG CISP COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI,UNICEF Regular Resources,Netherlands,DIRECTION REGIONALE SANTE PUBLIQUE DIFFA,HELP,MINISTERE DE LA SANTE PUBLIQUE ET DE LA LUTTE CONTRE LES ENDEMIES,DREP TAHOUA,MECANISME COMMUN DE FINANCEMENT,DIRECTION REGIONALE SANTE PUBLIQUE NIAMEY,The United Kingdom,SIDA - Sweden,Czech Republic (The),UNICEF-United Arab Emirates,DIRECTION REGIONALE SANTE PUBLIQUE TILLABERY,Bureau for Humanitarian Assistance,APPUI AUX ACTIVITES WASH UNICEF DRH TAHOUA,UNICEF,MINISTERE DE L HYDRAULIQUE ET DE L ENVIRONNEMENT,USA (State) BPRM,DIRECTION REGIONALE HYDRAULIQUE MI MARADI,PROGRAMME EHA UNICEF DRHA DOSSO,ACCION CONTRA EL HAMBRE,PROGRAMME EHA UNICEF DRHA DIFFA,DIRECTION REGIONALE HYDRAULIQUE DRH TILLABERY",2021,USD,2620575
195,XM-DAC-41122-Niger-3180/A0/07/883/003,WASH ENABLING ENVIRONMENT,"New Element\, which contributes to Reducing Child Poverty\, Safe And Equitable Water\, Sanitation And Hygiene Services And Practices\, Safe And Equitable Water\, Sanitation And Hygiene Services And Practices  (Covid)\, Water\, Sanitation And Hygiene Systems And Empowerment Of Communities. UNICEF aims to achieve this through Advocacy And Public Engagement\, Developing And Leveraging Resources And Partnerships\, Risk-Informed Humanitarian And Development Nexus Programming\, Systems Strengthening And Institution Building\, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result: Girls and boys\, especially the most vulnerable\, and those in humanitarian situations\, use safe and clean drinking water and\rsanitation services in a clean and safe environment and adopt appropriate hygiene practices.",14020,Water supply and sanitation - large systems,UNICEF,"DIRECTION REGIONALE HYDRAULIQUE ZDR ZINDER,Global - Water Sanitation & Hygiene,USA USAID,United States Fund for UNICEF,DIRECTION GENERALE L HYDRAULIQUE AG ADM PROGRAMME EHA UNICEF,Germany,DISTRICT SANITAIRE DE DIOUNDOU,Italy,SOLIDARITES INTERNATIONAL,DIRECTION REGIONALE SANTE PUBLIQUE AGADEZ,UNICEF,European Commission / ECHO,DIRECTION REGIONALE SANTE PUBLIQUE ZINDER,United Kingdom Committee for UNICEF,Global - Thematic Humanitarian Resp,DEVELOPPEMENT EQUITE DURABILITE ET INNOVATION,INTERNATIONAL AID SERVICES IAS NIGER,DISTRICT SANITAIRE TAHOUA COMMUNE,Japan,UNOCHA,ONG ACTED,ONG CISP COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI,UNICEF Regular Resources,Netherlands,DIRECTION REGIONALE SANTE PUBLIQUE DIFFA,HELP,MINISTERE DE LA SANTE PUBLIQUE ET DE LA LUTTE CONTRE LES ENDEMIES,DREP TAHOUA,MECANISME COMMUN DE FINANCEMENT,DIRECTION REGIONALE SANTE PUBLIQUE NIAMEY,The United Kingdom,SIDA - Sweden,Czech Republic (The),UNICEF-United Arab Emirates,DIRECTION REGIONALE SANTE PUBLIQUE TILLABERY,Bureau for Humanitarian Assistance,APPUI AUX ACTIVITES WASH UNICEF DRH TAHOUA,UNICEF,MINISTERE DE L HYDRAULIQUE ET DE L ENVIRONNEMENT,USA (State) BPRM,DIRECTION REGIONALE HYDRAULIQUE MI MARADI,PROGRAMME EHA UNICEF DRHA DOSSO,ACCION CONTRA EL HAMBRE,PROGRAMME EHA UNICEF DRHA DIFFA,DIRECTION REGIONALE HYDRAULIQUE DRH TILLABERY",2021,USD,2620575
196,XM-DAC-41301-651961,Formulation Programme de Mobilisation des Eaux et actions pilotes Initiative 1 million de Citernes,Aider le Gouvernement du Niger à formuler un programme de mobilisation et de valorisations des eaux pour lutter contre la pauvreté et l?insécurité alimentaire et nutritionnelle.\r\nAider le Gouvernement de mettre en oeuvre au Niger « l'initiative 1 million de citernes pour le Sahel » lancée en 2017 par la FAO.,14010,Water sector policy and administrative management,Food and Agriculture Organization (FAO),"Food and Agriculture Organization (FAO),Food and Agriculture Organization (FAO),Food and Agriculture Organization (FAO)",2021,USD,-1406
197,XM-OCHAS-HPC6770-6681,"Drilling (6) surface wells in Tlabéri\, Republic of Niger","Providing potable water to the citizens of Niger by digging and preparing wells,Providing a source of safe water for drinking and personal use in the targeted areas with humanitarian needs\, reducing the rate of epidemic diseases\, supporting the economy by providing water for livestock\, which is a source of livelihood for the residents of the targeted areas\, limiting the migration of residents of the area and enhancing living there.,Providing drinking water for personal use to (60\,699) beneficiaries\, preserving livestock and enhancing the local and national economy\, in addition to limiting the spread of epidemic diseases and promoting personal hygiene in a clean and safe environment in the targeted areas.",14031,Basic drinking water supply,King Salman Humanitarian Aid and Relief Centre,"King Salman Humanitarian Aid and Relief Centre,Al-Wafa World Organization",2021,USD,70000
